year,month,time,m,temperature
1877,12,1877.91666667,dec,0.4
1878,1,1878.0,jan,-0.5
1878,2,1878.08333333,feb,2.2
1878,3,1878.16666667,mar,2.9
1878,4,1878.25,apr,8.4
1878,5,1878.33333333,may,12.3
1878,6,1878.41666667,jun,15.4
1878,7,1878.5,jul,15.7
1878,8,1878.58333333,aug,16.4
1878,9,1878.66666667,sep,13.7
1878,10,1878.75,oct,9.3
1878,11,1878.83333333,nov,2.9
1878,12,1878.91666667,dec,-1.7
1879,1,1879.0,jan,-2.7
1879,2,1879.08333333,feb,0.3
1879,3,1879.16666667,mar,1.9
1879,4,1879.25,apr,5.6
1879,5,1879.33333333,may,9.5
1879,6,1879.41666667,jun,15.7
1879,7,1879.5,jul,14.4
1879,8,1879.58333333,aug,16.9
1879,9,1879.66666667,sep,13.5
1879,10,1879.75,oct,7.7
1879,11,1879.83333333,nov,0.7
1879,12,1879.91666667,dec,-7.2
1880,1,1880.0,jan,-2.8
1880,2,1880.08333333,feb,0.2
1880,3,1880.16666667,mar,3.9
1880,4,1880.25,apr,8.3
1880,5,1880.33333333,may,10.7
1880,6,1880.41666667,jun,14.7
1880,7,1880.5,jul,17.4
1880,8,1880.58333333,aug,16.2
1880,9,1880.66666667,sep,13.7
1880,10,1880.75,oct,7.5
1880,11,1880.83333333,nov,3.9
1880,12,1880.91666667,dec,3.9
1881,1,1881.0,jan,-5.4
1881,2,1881.08333333,feb,-0.1
1881,3,1881.16666667,mar,2.6
1881,4,1881.25,apr,5.5
1881,5,1881.33333333,may,11.8
1881,6,1881.41666667,jun,15.1
1881,7,1881.5,jul,18.6
1881,8,1881.58333333,aug,15.9
1881,9,1881.66666667,sep,12.1
1881,10,1881.75,oct,5
1881,11,1881.83333333,nov,5.7
1881,12,1881.91666667,dec,0.9
1882,1,1882.0,jan,0.4
1882,2,1882.08333333,feb,1.5
1882,3,1882.16666667,mar,6
1882,4,1882.25,apr,7.7
1882,5,1882.33333333,may,12
1882,6,1882.41666667,jun,14.3
1882,7,1882.5,jul,16.8
1882,8,1882.58333333,aug,14.9
1882,9,1882.66666667,sep,13.1
1882,10,1882.75,oct,8.9
1882,11,1882.83333333,nov,3.9
1882,12,1882.91666667,dec,0.6
1883,1,1883.0,jan,-0.3
1883,2,1883.08333333,feb,2.3
1883,3,1883.16666667,mar,-1.66
1883,4,1883.25,apr,6.1
1883,5,1883.33333333,may,12.4
1883,6,1883.41666667,jun,16.2
1883,7,1883.5,jul,16.7
1883,8,1883.58333333,aug,15.9
1883,9,1883.66666667,sep,13.4
1883,10,1883.75,oct,8.5
1883,11,1883.83333333,nov,4.3
1883,12,1883.91666667,dec,0.8
1884,1,1884.0,jan,2.9
1884,2,1884.08333333,feb,2.7
1884,3,1884.16666667,mar,4.7
1884,4,1884.25,apr,6.1
1884,5,1884.33333333,may,12.7
1884,6,1884.41666667,jun,13.1
1884,7,1884.5,jul,18.2
1884,8,1884.58333333,aug,17
1884,9,1884.66666667,sep,14.2
1884,10,1884.75,oct,7.9
1884,11,1884.83333333,nov,1.7
1884,12,1884.91666667,dec,1.7
1885,1,1885.0,jan,-2.8
1885,2,1885.08333333,feb,3
1885,3,1885.16666667,mar,2.5
1885,4,1885.25,apr,9.2
1885,5,1885.33333333,may,10
1885,6,1885.41666667,jun,16.7
1885,7,1885.5,jul,17.3
1885,8,1885.58333333,aug,14.6
1885,9,1885.66666667,sep,12.7
1885,10,1885.75,oct,7.4
1885,11,1885.83333333,nov,2.7
1885,12,1885.91666667,dec,-0.3
1886,1,1886.0,jan,-1.3
1886,2,1886.08333333,feb,-2.9
1886,3,1886.16666667,mar,0.4
1886,4,1886.25,apr,8.7
1886,5,1886.33333333,may,12.7
1886,6,1886.41666667,jun,14.3
1886,7,1886.5,jul,16.8
1886,8,1886.58333333,aug,16.9
1886,9,1886.66666667,sep,15.1
1886,10,1886.75,oct,9.5
1886,11,1886.83333333,nov,5.1
1886,12,1886.91666667,dec,0.8
1887,1,1887.0,jan,-3.7
1887,2,1887.08333333,feb,-0.8
1887,3,1887.16666667,mar,1.1
1887,4,1887.25,apr,7.1
1887,5,1887.33333333,may,10
1887,6,1887.41666667,jun,15.5
1887,7,1887.5,jul,18.7
1887,8,1887.58333333,aug,15.7
1887,9,1887.66666667,sep,12.2
1887,10,1887.75,oct,5.5
1887,11,1887.83333333,nov,3.1
1887,12,1887.91666667,dec,-0.8
1888,1,1888.0,jan,-1.9
1888,2,1888.08333333,feb,-2.6
1888,3,1888.16666667,mar,0.7
1888,4,1888.25,apr,5.7
1888,5,1888.33333333,may,12.1
1888,6,1888.41666667,jun,15.8
1888,7,1888.5,jul,14.7
1888,8,1888.58333333,aug,15
1888,9,1888.66666667,sep,12.5
1888,10,1888.75,oct,6.4
1888,11,1888.83333333,nov,3.3
1888,12,1888.91666667,dec,0.6
1889,1,1889.0,jan,-2.4
1889,2,1889.08333333,feb,-2.6
1889,3,1889.16666667,mar,0.3
1889,4,1889.25,apr,6.9
1889,5,1889.33333333,may,15.78
1889,6,1889.41666667,jun,18.6
1889,7,1889.5,jul,16.3
1889,8,1889.58333333,aug,15.3
1889,9,1889.66666667,sep,11.1
1889,10,1889.75,oct,8
1889,11,1889.83333333,nov,2.7
1889,12,1889.91666667,dec,-1.6
1890,1,1890.0,jan,2
1890,2,1890.08333333,feb,-2.6
1890,3,1890.16666667,mar,4.1
1890,4,1890.25,apr,6.8
1890,5,1890.33333333,may,13.6
1890,6,1890.41666667,jun,13.9
1890,7,1890.5,jul,15.4
1890,8,1890.58333333,aug,16.5
1890,9,1890.66666667,sep,13.1
1890,10,1890.75,oct,7.2
1890,11,1890.83333333,nov,2.9
1890,12,1890.91666667,dec,-5.3
1891,1,1891.0,jan,-4.5
1891,2,1891.08333333,feb,-0.6
1891,3,1891.16666667,mar,2.6
1891,4,1891.25,apr,5.1
1891,5,1891.33333333,may,12.6
1891,6,1891.41666667,jun,14.7
1891,7,1891.5,jul,16.2
1891,8,1891.58333333,aug,15
1891,9,1891.66666667,sep,13.8
1891,10,1891.75,oct,9.9
1891,11,1891.83333333,nov,2.7
1891,12,1891.91666667,dec,1.7
1892,1,1892.0,jan,-1.8
1892,2,1892.08333333,feb,0.5
1892,3,1892.16666667,mar,0.5
1892,4,1892.25,apr,7
1892,5,1892.33333333,may,12.2
1892,6,1892.41666667,jun,15.1
1892,7,1892.5,jul,16
1892,8,1892.58333333,aug,18.1
1892,9,1892.66666667,sep,13.8
1892,10,1892.75,oct,7.4
1892,11,1892.83333333,nov,3
1892,12,1892.91666667,dec,-1.9
1893,1,1893.0,jan,-7.3
1893,2,1893.08333333,feb,1.8
1893,3,1893.16666667,mar,4.3
1893,4,1893.25,apr,8.8
1893,5,1893.33333333,may,12.2
1893,6,1893.41666667,jun,15.8
1893,7,1893.5,jul,17.4
1893,8,1893.58333333,aug,17
1893,9,1893.66666667,sep,12.4
1893,10,1893.75,oct,9.8
1893,11,1893.83333333,nov,2.2
1893,12,1893.91666667,dec,0.3
1894,1,1894.0,jan,-1.8
1894,2,1894.08333333,feb,1.6
1894,3,1894.16666667,mar,4.7
1894,4,1894.25,apr,9.9
1894,5,1894.33333333,may,11.3
1894,6,1894.41666667,jun,14.2
1894,7,1894.5,jul,17.8
1894,8,1894.58333333,aug,15.4
1894,9,1894.66666667,sep,11
1894,10,1894.75,oct,8
1894,11,1894.83333333,nov,4.9
1894,12,1894.91666667,dec,0.5
1895,1,1895.0,jan,-4
1895,2,1895.08333333,feb,-6.8
1895,3,1895.16666667,mar,1.4
1895,4,1895.25,apr,8.6
1895,5,1895.33333333,may,12.2
1895,6,1895.41666667,jun,15.7
1895,7,1895.5,jul,17.2
1895,8,1895.58333333,aug,16.5
1895,9,1895.66666667,sep,15.2
1895,10,1895.75,oct,7.1
1895,11,1895.83333333,nov,4.8
1895,12,1895.91666667,dec,-0.1
1896,1,1896.0,jan,-0.8
1896,2,1896.08333333,feb,-0.2
1896,3,1896.16666667,mar,5.3
1896,4,1896.25,apr,5.9
1896,5,1896.33333333,may,10.7
1896,6,1896.41666667,jun,16.7
1896,7,1896.5,jul,17
1896,8,1896.58333333,aug,14.3
1896,9,1896.66666667,sep,12.7
1896,10,1896.75,oct,8.6
1896,11,1896.83333333,nov,1.2
1896,12,1896.91666667,dec,-0.5
1897,1,1897.0,jan,-2.9
1897,2,1897.08333333,feb,1.1
1897,3,1897.16666667,mar,5
1897,4,1897.25,apr,7.2
1897,5,1897.33333333,may,10.6
1897,6,1897.41666667,jun,17
1897,7,1897.5,jul,16.5
1897,8,1897.58333333,aug,17.1
1897,9,1897.66666667,sep,12.3
1897,10,1897.75,oct,7.3
1897,11,1897.83333333,nov,2.8
1897,12,1897.91666667,dec,1.3
1898,1,1898.0,jan,2.3
1898,2,1898.08333333,feb,1.1
1898,3,1898.16666667,mar,2.9
1898,4,1898.25,apr,7.3
1898,5,1898.33333333,may,11.3
1898,6,1898.41666667,jun,14.8
1898,7,1898.5,jul,14.4
1898,8,1898.58333333,aug,18
1898,9,1898.66666667,sep,13.6
1898,10,1898.75,oct,8.9
1898,11,1898.83333333,nov,4.7
1898,12,1898.91666667,dec,3
1899,1,1899.0,jan,2.1
1899,2,1899.08333333,feb,2
1899,3,1899.16666667,mar,2.6
1899,4,1899.25,apr,7.1
1899,5,1899.33333333,may,11.1
1899,6,1899.41666667,jun,14.7
1899,7,1899.5,jul,17.3
1899,8,1899.58333333,aug,16.8
1899,9,1899.66666667,sep,12.5
1899,10,1899.75,oct,7.8
1899,11,1899.83333333,nov,6.4
1899,12,1899.91666667,dec,-3.3
1900,1,1900.0,jan,0.7
1900,2,1900.08333333,feb,1.1
1900,3,1900.16666667,mar,0.6
1900,4,1900.25,apr,6.5
1900,5,1900.33333333,may,10.8
1900,6,1900.41666667,jun,15.9
1900,7,1900.5,jul,18.4
1900,8,1900.58333333,aug,16.2
1900,9,1900.66666667,sep,13.8
1900,10,1900.75,oct,8.6
1900,11,1900.83333333,nov,4.7
1900,12,1900.91666667,dec,2.8
1901,1,1901.0,jan,-3.7
1901,2,1901.08333333,feb,-4.1
1901,3,1901.16666667,mar,2.1
1901,4,1901.25,apr,8
1901,5,1901.33333333,may,12.8
1901,6,1901.41666667,jun,15.6
1901,7,1901.5,jul,18.5
1901,8,1901.58333333,aug,16.4
1901,9,1901.66666667,sep,13.4
1901,10,1901.75,oct,9.1
1901,11,1901.83333333,nov,2.7
1901,12,1901.91666667,dec,0.9
1902,1,1902.0,jan,2.8
1902,2,1902.08333333,feb,-1.2
1902,3,1902.16666667,mar,3.4
1902,4,1902.25,apr,7.8
1902,5,1902.33333333,may,8.61
1902,6,1902.41666667,jun,15.3
1902,7,1902.5,jul,15.8
1902,8,1902.58333333,aug,14.7
1902,9,1902.66666667,sep,12
1902,10,1902.75,oct,7.1
1902,11,1902.83333333,nov,1.6
1902,12,1902.91666667,dec,-1.8
1903,1,1903.0,jan,0.3
1903,2,1903.08333333,feb,3.6
1903,3,1903.16666667,mar,5.7
1903,4,1903.25,apr,4.6
1903,5,1903.33333333,may,12.6
1903,6,1903.41666667,jun,14.8
1903,7,1903.5,jul,16.2
1903,8,1903.58333333,aug,15.4
1903,9,1903.66666667,sep,13.5
1903,10,1903.75,oct,9.6
1903,11,1903.83333333,nov,4.4
1903,12,1903.91666667,dec,-0.8
1904,1,1904.0,jan,-1.3
1904,2,1904.08333333,feb,1.1
1904,3,1904.16666667,mar,3
1904,4,1904.25,apr,8.8
1904,5,1904.33333333,may,12.3
1904,6,1904.41666667,jun,15.2
1904,7,1904.5,jul,18.7
1904,8,1904.58333333,aug,16.5
1904,9,1904.66666667,sep,11.9
1904,10,1904.75,oct,8.3
1904,11,1904.83333333,nov,3.3
1904,12,1904.91666667,dec,2.4
1905,1,1905.0,jan,-1.8
1905,2,1905.08333333,feb,1.3
1905,3,1905.16666667,mar,4.5
1905,4,1905.25,apr,5.9
1905,5,1905.33333333,may,12.1
1905,6,1905.41666667,jun,17
1905,7,1905.5,jul,18.6
1905,8,1905.58333333,aug,16.5
1905,9,1905.66666667,sep,12.8
1905,10,1905.75,oct,4.46
1905,11,1905.83333333,nov,3.1
1905,12,1905.91666667,dec,1
1906,1,1906.0,jan,1
1906,2,1906.08333333,feb,0.3
1906,3,1906.16666667,mar,2.2
1906,4,1906.25,apr,8
1906,5,1906.33333333,may,13.1
1906,6,1906.41666667,jun,14.7
1906,7,1906.5,jul,17.2
1906,8,1906.58333333,aug,16.5
1906,9,1906.66666667,sep,12.5
1906,10,1906.75,oct,9.8
1906,11,1906.83333333,nov,6.3
1906,12,1906.91666667,dec,-2.2
1907,1,1907.0,jan,-0.3
1907,2,1907.08333333,feb,-1.5
1907,3,1907.16666667,mar,2.6
1907,4,1907.25,apr,6.1
1907,5,1907.33333333,may,12.9
1907,6,1907.41666667,jun,14.6
1907,7,1907.5,jul,14.5
1907,8,1907.58333333,aug,15.7
1907,9,1907.66666667,sep,13.1
1907,10,1907.75,oct,11.2
1907,11,1907.83333333,nov,3.3
1907,12,1907.91666667,dec,1.5
1908,1,1908.0,jan,-2.2
1908,2,1908.08333333,feb,1.2
1908,3,1908.16666667,mar,2.3
1908,4,1908.25,apr,5.4
1908,5,1908.33333333,may,13.2
1908,6,1908.41666667,jun,17
1908,7,1908.5,jul,17.2
1908,8,1908.58333333,aug,14.5
1908,9,1908.66666667,sep,12.1
1908,10,1908.75,oct,8.1
1908,11,1908.83333333,nov,1.5
1908,12,1908.91666667,dec,-0.5
1909,1,1909.0,jan,-1.6
1909,2,1909.08333333,feb,-2.5
1909,3,1909.16666667,mar,1.5
1909,4,1909.25,apr,7.8
1909,5,1909.33333333,may,10.9
1909,6,1909.41666667,jun,14.1
1909,7,1909.5,jul,15
1909,8,1909.58333333,aug,16.2
1909,9,1909.66666667,sep,12.7
1909,10,1909.75,oct,10.2
1909,11,1909.83333333,nov,2
1909,12,1909.91666667,dec,1.9
1910,1,1910.0,jan,1.4
1910,2,1910.08333333,feb,2.4
1910,3,1910.16666667,mar,3.7
1910,4,1910.25,apr,7.3
1910,5,1910.33333333,may,12.3
1910,6,1910.41666667,jun,16.5
1910,7,1910.5,jul,15.5
1910,8,1910.58333333,aug,15.8
1910,9,1910.66666667,sep,12
1910,10,1910.75,oct,9.1
1910,11,1910.83333333,nov,2.2
1910,12,1910.91666667,dec,2.6
1911,1,1911.0,jan,-1.1
1911,2,1911.08333333,feb,1.3
1911,3,1911.16666667,mar,4
1911,4,1911.25,apr,7.2
1911,5,1911.33333333,may,13.1
1911,6,1911.41666667,jun,14.9
1911,7,1911.5,jul,19.1
1911,8,1911.58333333,aug,19.4
1911,9,1911.66666667,sep,14.4
1911,10,1911.75,oct,8.5
1911,11,1911.83333333,nov,4.7
1911,12,1911.91666667,dec,3
1912,1,1912.0,jan,-1.5
1912,2,1912.08333333,feb,2.3
1912,3,1912.16666667,mar,6
1912,4,1912.25,apr,6.9
1912,5,1912.33333333,may,11.9
1912,6,1912.41666667,jun,15.6
1912,7,1912.5,jul,17.9
1912,8,1912.58333333,aug,13.97
1912,9,1912.66666667,sep,9.08
1912,10,1912.75,oct,6.5
1912,11,1912.83333333,nov,2.6
1912,12,1912.91666667,dec,3.1
1913,1,1913.0,jan,-0.2
1913,2,1913.08333333,feb,1.3
1913,3,1913.16666667,mar,6
1913,4,1913.25,apr,7.8
1913,5,1913.33333333,may,12.4
1913,6,1913.41666667,jun,14.8
1913,7,1913.5,jul,14.6
1913,8,1913.58333333,aug,14.8
1913,9,1913.66666667,sep,12.6
1913,10,1913.75,oct,9.5
1913,11,1913.83333333,nov,6.8
1913,12,1913.91666667,dec,2
1914,1,1914.0,jan,-3
1914,2,1914.08333333,feb,3.1
1914,3,1914.16666667,mar,4.7
1914,4,1914.25,apr,9.8
1914,5,1914.33333333,may,10.9
1914,6,1914.41666667,jun,14.6
1914,7,1914.5,jul,17.6
1914,8,1914.58333333,aug,17.2
1914,9,1914.66666667,sep,12.4
1914,10,1914.75,oct,8.2
1914,11,1914.83333333,nov,3.4
1914,12,1914.91666667,dec,3.5
1915,1,1915.0,jan,0.2
1915,2,1915.08333333,feb,0.9
1915,3,1915.16666667,mar,1.7
1915,4,1915.25,apr,6.9
1915,5,1915.33333333,may,13.1
1915,6,1915.41666667,jun,17.5
1915,7,1915.5,jul,16.2
1915,8,1915.58333333,aug,15.2
1915,9,1915.66666667,sep,11.8
1915,10,1915.75,oct,6.4
1915,11,1915.83333333,nov,1.5
1915,12,1915.91666667,dec,3.5
1916,1,1916.0,jan,3.8
1916,2,1916.08333333,feb,0.8
1916,3,1916.16666667,mar,3.9
1916,4,1916.25,apr,8.2
1916,5,1916.33333333,may,13.1
1916,6,1916.41666667,jun,12.8
1916,7,1916.5,jul,16
1916,8,1916.58333333,aug,15.9
1916,9,1916.66666667,sep,12
1916,10,1916.75,oct,8.5
1916,11,1916.83333333,nov,4.5
1916,12,1916.91666667,dec,1.8
1917,1,1917.0,jan,-2.6
1917,2,1917.08333333,feb,-3.8
1917,3,1917.16666667,mar,0
1917,4,1917.25,apr,4.33
1917,5,1917.33333333,may,15
1917,6,1917.41666667,jun,18.8
1917,7,1917.5,jul,17.3
1917,8,1917.58333333,aug,16.7
1917,9,1917.66666667,sep,14.5
1917,10,1917.75,oct,7.2
1917,11,1917.83333333,nov,5.1
1917,12,1917.91666667,dec,-2.1
1918,1,1918.0,jan,0.7
1918,2,1918.08333333,feb,1.7
1918,3,1918.16666667,mar,4
1918,4,1918.25,apr,9
1918,5,1918.33333333,may,14
1918,6,1918.41666667,jun,13
1918,7,1918.5,jul,16.5
1918,8,1918.58333333,aug,15.9
1918,9,1918.66666667,sep,12.9
1918,10,1918.75,oct,7.9
1918,11,1918.83333333,nov,3
1918,12,1918.91666667,dec,3.9
1919,1,1919.0,jan,0.7
1919,2,1919.08333333,feb,-0.5
1919,3,1919.16666667,mar,3
1919,4,1919.25,apr,5.5
1919,5,1919.33333333,may,11.6
1919,6,1919.41666667,jun,15
1919,7,1919.5,jul,14.36
1919,8,1919.58333333,aug,16.1
1919,9,1919.66666667,sep,14.7
1919,10,1919.75,oct,6
1919,11,1919.83333333,nov,0.5
1919,12,1919.91666667,dec,0.8
1920,1,1920.0,jan,2.3
1920,2,1920.08333333,feb,3
1920,3,1920.16666667,mar,6.1
1920,4,1920.25,apr,9.4
1920,5,1920.33333333,may,13.8
1920,6,1920.41666667,jun,14.9
1920,7,1920.5,jul,17.4
1920,8,1920.58333333,aug,15
1920,9,1920.66666667,sep,13
1920,10,1920.75,oct,6.9
1920,11,1920.83333333,nov,1.2
1920,12,1920.91666667,dec,0.6
1921,1,1921.0,jan,4.2
1921,2,1921.08333333,feb,1.2
1921,3,1921.16666667,mar,5.6
1921,4,1921.25,apr,7.8
1921,5,1921.33333333,may,14
1921,6,1921.41666667,jun,14.4
1921,7,1921.5,jul,18.7
1921,8,1921.58333333,aug,17.2
1921,9,1921.66666667,sep,13.4
1921,10,1921.75,oct,11
1921,11,1921.83333333,nov,-0.18
1921,12,1921.91666667,dec,0.5
1922,1,1922.0,jan,-2.7
1922,2,1922.08333333,feb,-1.3
1922,3,1922.16666667,mar,3.5
1922,4,1922.25,apr,5.5
1922,5,1922.33333333,may,13.6
1922,6,1922.41666667,jun,15.7
1922,7,1922.5,jul,15.7
1922,8,1922.58333333,aug,15.4
1922,9,1922.66666667,sep,11.2
1922,10,1922.75,oct,5
1922,11,1922.83333333,nov,2.5
1922,12,1922.91666667,dec,2.2
1923,1,1923.0,jan,1.5
1923,2,1923.08333333,feb,1
1923,3,1923.16666667,mar,4.9
1923,4,1923.25,apr,6.8
1923,5,1923.33333333,may,11.4
1923,6,1923.41666667,jun,11.19
1923,7,1923.5,jul,18.6
1923,8,1923.58333333,aug,15.7
1923,9,1923.66666667,sep,13.1
1923,10,1923.75,oct,10.3
1923,11,1923.83333333,nov,2.9
1923,12,1923.91666667,dec,-1.7
1924,1,1924.0,jan,-2.9
1924,2,1924.08333333,feb,-2.6
1924,3,1924.16666667,mar,2.2
1924,4,1924.25,apr,6.3
1924,5,1924.33333333,may,13.7
1924,6,1924.41666667,jun,15.1
1924,7,1924.5,jul,16.7
1924,8,1924.58333333,aug,14.5
1924,9,1924.66666667,sep,13.6
1924,10,1924.75,oct,9.4
1924,11,1924.83333333,nov,3
1924,12,1924.91666667,dec,1.5
1925,1,1925.0,jan,2.5
1925,2,1925.08333333,feb,3.6
1925,3,1925.16666667,mar,1.3
1925,4,1925.25,apr,8.2
1925,5,1925.33333333,may,13.9
1925,6,1925.41666667,jun,15
1925,7,1925.5,jul,17.9
1925,8,1925.58333333,aug,16.5
1925,9,1925.66666667,sep,11
1925,10,1925.75,oct,8.5
1925,11,1925.83333333,nov,2
1925,12,1925.91666667,dec,-0.4
1926,1,1926.0,jan,0
1926,2,1926.08333333,feb,4.4
1926,3,1926.16666667,mar,4
1926,4,1926.25,apr,9.7
1926,5,1926.33333333,may,10.7
1926,6,1926.41666667,jun,13.8
1926,7,1926.5,jul,17.4
1926,8,1926.58333333,aug,16
1926,9,1926.66666667,sep,14.6
1926,10,1926.75,oct,7.8
1926,11,1926.83333333,nov,6
1926,12,1926.91666667,dec,0.5
1927,1,1927.0,jan,1.8
1927,2,1927.08333333,feb,0.9
1927,3,1927.16666667,mar,5.9
1927,4,1927.25,apr,7.1
1927,5,1927.33333333,may,10.9
1927,6,1927.41666667,jun,14.1
1927,7,1927.5,jul,17.3
1927,8,1927.58333333,aug,16.4
1927,9,1927.66666667,sep,13.5
1927,10,1927.75,oct,8.5
1927,11,1927.83333333,nov,2.7
1927,12,1927.91666667,dec,-2.6
1928,1,1928.0,jan,1.6
1928,2,1928.08333333,feb,2.5
1928,3,1928.16666667,mar,2.9
1928,4,1928.25,apr,7.5
1928,5,1928.33333333,may,10.1
1928,6,1928.41666667,jun,14.1
1928,7,1928.5,jul,18.3
1928,8,1928.58333333,aug,16.2
1928,9,1928.66666667,sep,12.5
1928,10,1928.75,oct,8.6
